id,location,products
n4766,France,"Dolomite, Anode slime, Niobium, Molten metal, Niobium, Steel"
n4767,India,"Chemical grade alumina, Steel, Steel"
n4768,United Kingdom,Small form and t-foundry
n4769,Japan,Metal forming Part of Vehicle
n4770,South Korea,Paint Coating Part of Vehicle
n4771,,"Wire rods, Wire rods"
n4772,,"Lignite, Alumina, Palladium, Sulphuric acid, Sulphuric acid, Organic-coated rolls"
n4773,,"Lignite, Lignite, Entertainment Content, Ilmenite, Lignite, Rutile, Lignite, Lignite, Lignite, Remelt, Remelt, Continuous caster billet"
n4774,China,"Thermal coal, Uranium, Thermal coal, Coal, Asset Management"
n4775,China,"Industrial Support Services, Aluminum machining Part of Vehicle, Telematics Communication System Part of Vehicle"
n4776,,"Sulphuric acid, Alumina hydrate, Long flame coal, Molten metal, Refined zinc, Coke"
n4777,South Korea,Electronics Parts Part of Vehicle
n4778,Japan,Iron ore
n4779,Germany,Wholesale - Discretionary
n4780,,"PCB, PCB Mounted Products Part of Vehicle, PCB, PCB Mounted Products Part of Vehicle, PCB, PCB Mounted Products Part of Vehicle, PCB, PCB Mounted Products Part of Vehicle, Small form and t-foundry"
n4781,India,Cylinder Liner Part of Vehicle
n4782,Taiwan,Wire rod
n4783,Hong Kong,"Oil Pump Part of Vehicle, Gasket Part of Vehicle, General Commodity Part of Vehicle"
n4784,Chile,"Industrial Support Services, Industrial Support Services, Categories by Production process Part of Vehicle"
n4785,,
n4786,China,Various Motor Part of Vehicle
n4787,India,Various power semiconductor devices for Power ECU Part of Vehicle
n4788,Japan,Various Motor Part of Vehicle
n4789,South Korea,
n4790,France,"Small form and t-foundry, Ferrite strontium powder"
n4791,Japan,Asset Management
n4792,Australia,Air Cleaner Part of Vehicle
n4793,Australia,Steel
n4794,South Korea,Solar Sensor Part of Vehicle
n4795,China,"Optical Fiber Part of Vehicle, Optical Fiber Part of Vehicle, Fuel cell electrolyte membrane Part of Vehicle, VFD Part of Vehicle, VFD Part of Vehicle"
n4796,Russian Federation,Railroad rails
n4797,Australia,Gold
n4798,China,Air Intake Module Part of Vehicle
n4799,India,Iron casting Part of Vehicle
n4800,South Korea,"Propeller Shaft Part of Vehicle, Oil Pump Part of Vehicle, Pipe Part of Vehicle, Torsion Bar Part of Vehicle, Distributor Part of Vehicle, General Commodity Part of Vehicle, Containers & Packaging, Automatic Transmission Carrier Part of Vehicle, Distributor Part of Vehicle, High Pressure Pipe Part of Vehicle, Filler Pipe Part of Vehicle, Air Intake Resonator Part of Vehicle"
n4801,United States,"General Commodity Part of Vehicle, Distributor Part of Vehicle, 4WD Transfer Part of Vehicle, Various processes Part of Vehicle, Distributor Part of Vehicle, Clean energy system Part of Vehicle, Wholesale - Discretionary, Distributor Part of Vehicle, E-Commerce Discretionary, General Commodity Part of Vehicle"
n4802,Cayman Islands,"Small form and t-foundry, Household Products"
n4803,Indonesia,Internet Media & Services
n4804,United States,"Copper, Zinc, Molybdenum"
n4805,New Zealand,"Railroad rails, Real Estate Services"
n4806,United States,Chemical grade alumina
n4807,Japan,T-foundry
n4808,Japan,"Rubber-metal parts Part of Vehicle, Seat Adjustor Part of Vehicle, Relay Part of Vehicle, Horn Part of Vehicle"
n4809,Japan,"Forestry, Paper & Wood Products"
n4810,South Korea,Rubber parts Part of Vehicle
n4811,China,"Bituminous coal, Semi-anthracite pulverised coal injection (pci) coal, Lignite, Bituminous coking coal, Bituminous coking coal, Banking, Bituminous coking coal"
n4812,,"Organic-coated rolls, Organic-coated rolls"
n4813,South Korea,"Various Meters Parts Part of Vehicle, Oil Level Gauge Part of Vehicle, Turbine Wheel Part of Vehicle"
n4814,Taiwan,Containers & Packaging
n4815,Japan,"Automatic Transmission Control Unit Part of Vehicle, Engine Control System Part of Vehicle"
n4816,Cayman Islands,"Asset Management, Banking"
n4817,Japan,Pulverized coal injection
n4818,China,"Aluminium wire rod, Wire rods, Wire rods"
n4819,,"Refined zinc, Organic-coated rolls, Household Products, Tin, Food, Sulphuric acid, Steel slab, Aluminium slab, Palladium, Aluminium high purity, Organic-coated rolls, Organic-coated rolls, Leisure Products"
n4820,Bermuda,Oil Pump Part of Vehicle
n4821,India,Coal
n4822,Sweden,Software
n4823,United States,"Bauxite, Alumina"
n4824,Taiwan,"PCB, PCB Mounted Products Part of Vehicle, PCB, PCB Mounted Products Part of Vehicle, Pgm, Wire rods, PCB, PCB Mounted Products Part of Vehicle, PCB, PCB Mounted Products Part of Vehicle, Pci metallurgical coal, PCB, PCB Mounted Products Part of Vehicle, PCB, PCB Mounted Products Part of Vehicle, PCB, PCB Mounted Products Part of Vehicle, PCB, PCB Mounted Products Part of Vehicle, PCB, PCB Mounted Products Part of Vehicle, Aluminium"
n4825,,Wire rod
n4826,,Fertilizer
n4827,,"Hot-rolled steel rolls, Sinter"
n4828,,
n4829,India,Distributor Part of Vehicle
n4830,Australia,Refined zinc
n4831,France,"Catalyst Carrier Part of Vehicle, AD Converter Part of Vehicle"
n4832,Japan,Household Products
n4833,South Korea,Containers & Packaging
n4834,South Korea,
n4835,South Korea,"Cold-rolled steel, Hot-rolled coil, Galvanized steel, Galvanized steel, Galvanized steel, Galvanized steel"
n4836,Japan,"Steel meshes, Railroad rails, Steel, Steel slab, Barbed wire, Steel, Heavy angles"
n4837,Japan,Railroad rails
n4838,Russian Federation,Industrial Support Services
n4839,Iceland,Leisure Facilities & Services
n4840,Germany,Organic-coated rolls
n4841,,"Copper rod, Steel slab, Steel plates, Metallurgical bituminous coal, Aluminium wire rod, Aluminium rod"
n4842,South Korea,Various Motor Part of Vehicle
n4843,China,"Limestone, Chemical grade alumina, Limestone, Molten metal, Continuous caster slab, Pulverized coal injection, Coal, Continuous caster slab, Continuous caster slab, Beverages, Limestone, Long flame coal, Limestone, Tin, Steel bar, Forestry, Paper & Wood Products, Continuous caster slab, High-carbon ferromanganese"
n4844,Norway,"Industrial Support Services, Industrial Support Services"
n4845,South Korea,"Welded pipes and rebars, Covers"
n4846,India,Pedal Parts Part of Vehicle
n4847,United States,Zircon
n4848,Japan,Industrial Support Services
n4849,Argentina,Machining Part of Vehicle
n4850, China ,"Pgm, Pgm, Pgm, Copper cathode"
n4851,Japan,"Specialty Finance, Frame Part of Vehicle, Home Construction"
n4852,United States,Containers & Packaging
n4853,Taiwan,"Railroad rails, Railroad rails, Railroad rails, Railroad rails, Railroad rails, Food"
n4854,,
n4855,Vietnam,Automatic Transmission Carrier Part of Vehicle
n4856,India,Forging Part of Vehicle
n4857,Japan,Chemical grade alumina
n4858,,Software
n4859,,Various power semiconductor devices for Power ECU Part of Vehicle
n4860,Taiwan,"Aluminium wire rod, Copper, Wire rods"
n4861,United States,Specialty Finance
n4862,South Africa,"Coal, Forestry, Paper & Wood Products"
n4863,China,Clean energy system Part of Vehicle
n4864,Mexico,Paint Coating Part of Vehicle
n4865,,"High-carbon ferromanganese, High-carbon ferromanganese"
n4866,,"Car Navigation Part of Vehicle, 4WS Part of Vehicle, VFD Part of Vehicle, V Belt Part of Vehicle, Air Conditioner Receiver Part of Vehicle"
n4867,United States,Coal
n4868,France,Chemical grade alumina
n4869,United States,Drive Train Part of Vehicle
n4870,Norway,"Aluminium, Ferrite strontium powder, High-carbon ferromanganese"
n4871,Japan,"Forestry, Paper & Wood Products, Forestry, Paper & Wood Products, Forestry, Paper & Wood Products"
n4872,Japan,"Instrument Meter Part of Vehicle, Automatic Control Parts Part of Vehicle, Various Semiconductors Part of Vehicle"
n4873,Hong Kong,
n4874,,"Cold-rolled steel, Copper anode"
n4875,United States,Asset Management
n4876,United States,"Remelt, Sinter, Leisure Products, Barbed wire"
n4877,,"Small form and t-foundry, Aluminium billet"
n4878,China,Pyrite
n4879,Spain,Steel
n4880,,"Steel, Metallurgical coal, Long flame coal"
n4881,,"Various power semiconductor devices for Power ECU Part of Vehicle, Heat treatment Part of Vehicle"
n4882,Japan,"Various Semiconductors Part of Vehicle, Machining Part of Vehicle, Tachometer Part of Vehicle"
n4883,Norway,Automatic Transmission Carrier Part of Vehicle
n4884,China,Molten metal
n4885,South Korea,Oil Pump Part of Vehicle
n4886,United Kingdom,Commercial Support Services
n4887,China,"Breaker Part of Vehicle, Air Conditioner Temperature Switch Part of Vehicle, Breaker Part of Vehicle, Various power semiconductor devices for Converter Part of Vehicle, Commercial Support Services, Industrial Support Services, Wholesale - Discretionary, Industrial Support Services, Home Construction"
n4888,,"Pgm, Tinplate, Cold-rolled steel, Banking"
n4889,China,"Food, Food, Food, Household Products, Leisure Products, Organic-coated rolls, Wire rods, Organic-coated rolls, Diamonds, Forestry, Paper & Wood Products, Coking coal concentrate, Tin, Forestry, Paper & Wood Products, Continuous caster billet, Food, Food, Beverages, Sulphuric acid, Coke, Beverages, Beverages, Beverages, Beverages, Food, Food, Food, High purity, Food, Food, Food, Food, Food, Food, Food"
n4890,,"Pyrite, Molten metal, Sodium tripolyphosphate"
n4891,Japan,"Tin plates, Sub-bituminous coal, Aluminium wire rod, Aluminium, Copper, Steel, Molten metal, Wire rods"
n4892,Mexico,Asset Management
n4893,Taiwan,Alloy Wheel Part of Vehicle
n4894,Japan,"Paint Coating Part of Vehicle, Paint Coating Part of Vehicle, Paint Coating Part of Vehicle"
n4895,Taiwan,"Various Motor Part of Vehicle, Motorcycle parts Part of Vehicle, Road Wheel Parts Part of Vehicle"
n4896,Taiwan,Steel
n4897,Taiwan,"Copper rod, Steel, Steel"
n4898,China,"Alumina hydrate, Alumina hydrate, Hot-rolled steel, Leisure Products, Alumina hydrate"
n4899,Turkey,Silicomanganese
n4900,Vietnam,"Oil Pump Part of Vehicle, Wholesale - Discretionary, Fuel Evaporator Part of Vehicle, Oil Pump Part of Vehicle"
n4901,Germany,"Steel, High-carbon ferromanganese, Iron ore"
n4902,,High-carbon ferromanganese
n4903,United Kingdom,Railroad rails
n4904,Thailand,Thermal coal
n4905,Cayman Islands,"Battery ECU (Electric Vehicle/Hybrid Vehicle/Fuel Cell Vehicle) Part of Vehicle, Splash Guard Part of Vehicle, ETC Part of Vehicle"
n4906,,
n4907,United States,Advertising & Marketing
n4908,Taiwan,"On-board battery charger Part of Vehicle, Various power semiconductor devices for Power ECU Part of Vehicle, Thermostat Part of Vehicle"
n4909,Japan,Water Pump Part of Vehicle
n4910,Vietnam,"Distributor Part of Vehicle, Various Motor Part of Vehicle, Motorcycle parts Part of Vehicle, Various Motor Part of Vehicle, Electronics Parts Part of Vehicle"
n4911,South Korea,"Air Conditioner Compressor Part of Vehicle, Turbine Wheel Part of Vehicle, Various power semiconductor devices for Power ECU Part of Vehicle"
n4912,,"Gasket Part of Vehicle, CCD Camera Part of Vehicle, Gasket Part of Vehicle, CNG System Part of Vehicle"
n4913,United Kingdom,CPU Part of Vehicle
n4914,South Korea,Steel
n4915,Taiwan,Various Semiconductors Part of Vehicle
n4916,China,Uranium
n4917,Japan,"Small form and t-foundry, Steel meshes, Steel"
n4918,Japan,Iron casting Part of Vehicle
n4919,,"Gold, Silver, Copper"
n4920,United States,Various power semiconductor devices for Power ECU Part of Vehicle
n4921,Vietnam,"Oil Pump Part of Vehicle, Oil Level Gauge Part of Vehicle, General Commodity Part of Vehicle, Oil Pan Part of Vehicle, Fuel cell catalyst Part of Vehicle"
n4922,,"Zircon, Zircon, Zircon, Zircon, Zircon, Zircon, Zircon, Zircon, Zircon, Zircon, Zircon, Refined silver"
n4923,Spain,Steel
n4924,Austria,Steel
n4925,United States,"Leisure Products, Gold, Entertainment Content, Entertainment Content"
n4926,Netherlands,"Wire rods, Software, Small form and t-foundry, Alumina, Refined silver, Refined silver, Refined silver"
n4927,Japan,Electronics Parts Part of Vehicle
n4928,Japan,
n4929,El Salvador,Containers & Packaging
n4930,Indonesia,
n4931,China,Household Products
n4932,Malaysia,"Alumina, Organic-coated rolls, Chemical grade alumina, Chemical grade alumina, Chemical grade alumina, Organic-coated rolls, Chemical grade alumina, Organic-coated rolls, Pgm, Palladium, Aluminium slab, Copper anode"
n4933,Japan,Categories by Production process Part of Vehicle
n4934,Taiwan,Asset Management
n4935,Malaysia,"Sulphuric acid, Sulphuric acid, Lignite"
n4936,China,"Forestry, Paper & Wood Products"
n4937,Japan,Steel
n4938,Japan,"Forestry, Paper & Wood Products, Household Products"
n4939,Finland,Software
n4940,United States,Air Conditioner Water Temperature Sensor Part of Vehicle
n4941,,"Molten metal, Household Products, Flat bars, Asset Management, Pulverized coal injection"
n4942,United Kingdom,Instrument Panel Part of Vehicle
n4943,China,"Forestry, Paper & Wood Products, Palladium, Forestry, Paper & Wood Products, Alumina"
n4944,China,"Cobalt, Copper, Lead, Zinc, Iron, Gold"
n4945,Taiwan,"Electronics Parts Part of Vehicle, Radiator Mounting Rubber Part of Vehicle"
n4946,,"Iron ore, Coal"
n4947,Jordan,"Phosphates, Phosphates"
n4948,,"Wire rod, Pgm"
n4949,,
n4950,,"Aluminium slab, Limestone, Real Estate Services, T-foundry"
n4951,Japan,Railroad rails
n4952,Belgium,Nonwoven Cloth Part of Vehicle
n4953,,Steel bar
n4954,Turkey,Fertilizer
n4955,,"CVT ECU Part of Vehicle, Planetary Gear Part of Vehicle, MAP(Manifold Absolute Pressure)sensor Part of Vehicle, Instrument Meter Part of Vehicle, CVT ECU Part of Vehicle, SiC devices for Power ECU Part of Vehicle, Auto Cruise Control Parts Part of Vehicle"
n4956,Jordan,"Limestone, Steel slab"
n4957,South Korea,Industrial Support Services
n4958,,"Canister Filter Part of Vehicle, Viscous Coupling Part of Vehicle, Valve Part of Vehicle, Valve Part of Vehicle"
n4959,South Korea,Steel meshes
n4960,Japan,"Sulphuric acid, Food, Ilmenite, Sulphuric acid"
n4961,China,"Wire rod, Wire rods, Wire rods, Wire rods"
n4962,China,Asset Management
n4963,China,"Molybdenum, Molten metal, Cobalt, Copper, Niobium, Fertilizer"
n4964,China,Fabric Part of Vehicle
n4965,Chile,"Semi-anthracite pulverised coal injection (pci) coal, Forestry, Paper & Wood Products, Merchant steel bar, Forestry, Paper & Wood Products"
n4966,United States,Automatic Transmission Parts Part of Vehicle
n4967,China,
n4968,India,Pgm
n4969,Cayman Islands,Molten metal
n4970,Japan,Aluminium high purity
n4971,Japan,
n4972,China,Chemical grade alumina
n4973,South Korea,Various Motor Part of Vehicle
n4974,Japan,Wire rods
n4975,China,Coal
n4976,Japan,Refined zinc
n4977,Taiwan,"Fertilizer, Chemical grade alumina"
n4978,United States,"Industrial Support Services, Boots Part of Vehicle, Automatic Transmission Carrier Part of Vehicle"
n4979,China,
n4980,,
n4981,China,"Pci, Remelt"
n4982,United States,"Forestry, Paper & Wood Products"
n4983,China,"ASIC Part of Vehicle, Various power semiconductor devices for Power ECU Part of Vehicle, IGBT devices for Power ECU Part of Vehicle, IC Part of Vehicle, Memory Part of Vehicle, Various power semiconductor devices for Power ECU Part of Vehicle, ASIC Part of Vehicle, Various power semiconductor devices for Power ECU Part of Vehicle, Various power semiconductor devices for Power ECU Part of Vehicle, Flasher Part of Vehicle, IC Part of Vehicle, EEPROM Part of Vehicle, Various power semiconductor devices for Power ECU Part of Vehicle, Viscous LSD Part of Vehicle, Home & Office Products, IC Regulator Part of Vehicle, IGBT devices for Inverter Part of Vehicle"
n4984,United States,Automatic Transmission Carrier Part of Vehicle
n4985,,"Information System Part of Vehicle, Oil Pump Part of Vehicle, Automatic Transmission Oil Pump Parts Part of Vehicle"
n4986,Japan,"Aluminium, Aluminium slab, Copper, Copper, Hot-rolled strip, Wire rod, Steel bar, Wire rod"
n4987,India,4WD Transfer Gear Part of Vehicle
n4988,India,General Commodity Part of Vehicle
n4989,,
n4990,China,"Wire rod, Wire rod, Wire rod, Wire rod, Wire rod, Wire rod, Wire rod, Covers"
n4991,,Asset Management
n4992,Taiwan,Instrument Meter Part of Vehicle
n4993,Vietnam,Internet Media & Services
n4994,,
n4995,Taiwan,"Limestone, Limestone"
n4996,Netherlands,"Alumina, Alumina, Palladium, Organic-coated rolls, Pyrite, Organic-coated rolls, Palladium, Copper cathode, Forestry, Paper & Wood Products"
n4997,United States,"Food, Software, Rhodium"
n4998,Japan,"Chemical grade alumina, Household Products, Fertilizer, Fertilizer, Organic-coated rolls, Niobium, Sulphuric acid, Fertilizer, Ruthenium, Palladium, Chemical grade alumina"
n4999,Ireland,Home Construction
n5000,China,Industrial Support Services
n5001,,"Transmission Part of Vehicle, Containers & Packaging, Containers & Packaging, Gasket Part of Vehicle, Gasoline Fuel Injection System Part of Vehicle, Categories by Production process Part of Vehicle, Categories by Production process Part of Vehicle"
